Vertice,Pai,Nivel
269,5427,892
270,1958,1051
271,7798,49
272,7537,108
273,4432,184
274,7179,764
275,5410,307
276,2489,1120
277,9944,18
278,375,113
279,8587,717
280,3101,797
281,5049,98
282,4738,520
283,5602,439
284,4080,271
285,8981,2
286,754,59
287,4602,29
288,6957,10
289,1428,461
290,1595,558
291,132,201
292,2489,1120
293,7284,237
294,337,761
295,6950,1118
296,979,165
297,3474,431
298,6997,46
299,1169,336
300,1537,1027
301,9890,1047
302,6197,352
303,4439,1068
304,5078,126
305,1411,807
306,6766,12
307,7672,815
308,132,201
309,5900,215
310,8609,375
311,8298,674
312,5615,653
313,4145,607
314,529,480
315,1437,347
316,3226,806
317,5653,728
318,1131,317
319,4640,793
320,3101,797
321,5947,7
322,6137,139
323,6884,409
324,940,41
325,7602,509
326,4621,935
327,1481,33
328,894,405
329,1521,104
330,2087,529
331,1,1
332,1585,544
333,9110,337
334,8609,375
335,5031,37
336,6585,379
337,7694,760
338,3227,146
339,7280,315
340,597,1000
341,6136,691
342,2562,157
343,6478,454
344,3112,124
345,1751,942
346,1778,1133
347,7959,3
348,8648,677
349,7661,987
350,6351,40
351,8360,417
352,214,992
353,1338,767
354,1461,384
355,2937,309
356,3003,193
357,3265,38
358,2594,106
359,6801,118
360,210,1179
361,4520,34
362,9729,149
363,4145,607
364,7177,603
365,2299,501
366,4551,162
367,4384,619
368,7474,1043
369,1497,1143
370,6908,273
371,5495,398
372,7448,132
373,7806,153
374,5818,103
375,9790,112
376,8205,175
377,4738,520
378,9119,450
379,2860,692
380,4384,619
381,419,194
382,3995,205
383,3140,14
384,8079,63
385,5082,1165
386,3887,261
387,918,255
388,4761,854
389,4910,507
390,6957,10
391,1571,8
392,8938,785
393,3417,1029
394,2675,968
395,9232,1187
396,132,201
397,4463,557
398,6868,710
399,8826,232
400,4622,556
401,3392,197
402,7700,116
403,7743,521
404,9509,67
405,5602,439
406,4228,1028
407,6830,980
408,8969,751
409,2423,1117
410,7772,235
411,6916,888
412,9671,225
413,5543,418
414,1931,372
415,7265,1216
416,2884,117
417,1991,158
418,5894,488
419,3003,193
420,9059,726
421,1991,158
422,7965,80
423,7317,1137
424,9849,220
425,5986,460
426,5568,990
427,3891,1182
428,1323,96
429,3227,146
430,7346,11
431,1891,411
432,2939,545
433,5714,72
434,5098,75
435,5063,142
436,3623,24
437,6906,129
438,2982,293
439,7806,153
440,894,405
441,1294,320
442,4474,306
443,8048,908
444,3867,195
445,3533,840
446,2131,275
447,6765,920
448,4676,93
449,940,41
450,2472,16
451,4075,48
452,7349,1023
453,5584,957
454,9333,56
455,6658,111
456,8246,778
457,3606,1189
458,2169,713
459,3676,527
460,6576,952
461,8433,42
462,5495,398
463,8185,92
464,8091,254
465,8935,408
466,7414,277
467,8169,738
468,3274,231
469,1397,831
470,5653,728
471,410,236
472,4848,105
473,2536,582
474,3310,43
475,3310,43
476,193,597
477,3786,218
478,8836,154
479,1104,26
480,7988,818
481,7570,251
482,3697,637
483,6472,1156
484,1976,32
485,6997,46
486,2131,275
487,1774,301
488,7290,177
489,4211,60
490,9876,226
491,9509,67
492,5463,62
493,2441,362
494,9888,467
495,5847,143
496,8692,469
497,7275,335
498,5900,215
499,4178,207
500,9349,91
501,9098,514
502,4396,281
503,7196,1149
504,6636,629
505,7965,80
506,7772,235
507,938,1176
508,2393,55
509,3245,441
510,8661,685
511,6053,472
512,6559,410
513,3867,195
514,39,192
515,1323,96
516,3411,107
517,7290,177
518,410,236
519,8472,131
520,5094,1184
521,2185,415
522,7110,295
523,8620,373
524,1774,301
525,3895,101
526,2156,71
527,566,699
528,2485,283
529,7721,479
530,7605,284
531,7180,965
532,2860,692
533,3112,124
534,6326,156
535,9714,969
536,8443,287
537,2561,471
538,5754,1154
539,1785,35
540,2562,157
541,5463,62
542,5031,37
543,3265,38
544,7743,521
545,2009,308
546,2360,134
547,7299,238
548,1035,420
549,9644,328
550,1891,411
551,3996,550
552,9034,861
553,8708,233
554,4348,451
555,7442,244
556,1294,320
557,4910,507
558,808,390
559,4602,29
560,5740,260
561,3699,611
562,6099,741
563,7138,689
564,4664,246
565,3673,566
566,3635,698
567,3147,361
568,3474,431
569,40,130
570,3290,330
571,4421,17
572,3118,392
573,488,178
574,6639,953
575,4459,445
576,8523,221
577,5676,90
578,8674,169
579,6771,185
580,2786,76
581,6478,454
582,9521,658
583,3090,583
584,8119,239
585,6344,614
586,8433,42
587,9790,112
588,3781,1153
589,5732,1188
590,1287,1058
591,8510,340
592,5261,442
593,6906,129
594,8626,263
595,5917,45
596,844,654
597,4768,999
598,8472,131
599,4396,281
600,475,44
601,2937,309
602,9804,399
603,4840,36
604,3711,115
605,3008,141
606,3282,496
607,9292,89
608,3521,83
609,352,993
610,5072,991
611,2875,346
612,3887,261
613,9146,166
614,2197,502
615,3083,58
616,5502,574
617,3895,101
618,9697,28
619,9306,1170
620,9179,918
621,3887,261
622,4763,519
623,504,630
624,9228,524
625,1690,449
626,7442,244
627,1342,635
628,6957,10
629,4830,1204
630,9281,109
631,5932,84
632,697,102
633,8969,751
634,1622,640
635,1692,1074
636,3009,1208
637,6662,155
638,4460,718
639,3932,872
640,9467,171
641,7700,116
642,8091,254
643,9849,220
644,5270,202
645,6697,933
646,8124,432
647,8585,1180
648,3943,1176
649,9542,953
650,4602,29
651,5537,145
652,7113,1016
653,8522,266
654,280,798
655,8987,539
656,9637,363
657,2561,471
658,4461,628
659,1673,857
660,7579,703
661,39,192
662,8676,326
663,504,630
664,1785,35
665,7462,927
666,3431,397
667,4412,605
668,1104,26
669,2389,1006
670,1814,452
671,1103,664
672,6402,39
673,2085,6
674,3302,535
675,3304,21
676,3361,4
677,2870,737
678,6713,522
679,4166,941
680,7917,743
681,2970,358
682,7554,1216
683,8676,326
684,6137,139
685,8906,470
686,6268,87
687,8116,1153
688,3895,101
689,562,742
690,7286,120
691,5463,62
692,9281,109
693,6497,224
694,1038,504
695,4848,105
696,774,998
697,3895,101
698,2908,1122
699,337,761
700,4102,19
701,4531,274
702,3274,231
703,7336,73
704,5425,636
705,9110,337
706,6819,465
707,894,405
708,1177,438
709,6121,95
710,5396,230
711,3392,197
712,6190,1221
713,9771,492
714,6480,332
715,5396,230
716,5903,314
717,6801,118
718,4602,29
719,5847,143
720,2854,935
721,6302,1191
722,6438,47
723,5903,314
724,583,584
725,8334,100
726,5900,215
727,940,41
728,4166,941
729,5872,447
730,1986,506
731,9208,1154
732,8025,57
733,9400,426
734,8334,100
735,9729,149
736,8059,125
737,5879,249
738,9523,22
739,4190,311
740,388,855
741,9849,220
742,2087,529
743,1724,701
744,9302,298
745,5229,209
746,1131,317
747,2979,161
748,6437,1184
749,4508,53
750,1418,1117
751,1804,395
752,5771,188
753,6765,920
754,3083,58
755,2860,692
756,4485,167
757,1345,168
758,5714,72
759,3995,205
760,475,44
761,1801,707
762,8004,268
763,4602,29
764,6386,759
765,7641,581
766,9146,166
767,6454,678
768,6478,454
769,4385,1174
770,7989,624
771,3804,950
772,5900,215
773,1521,104
774,9611,997
775,9764,69
776,5031,37
777,3290,330
778,2433,256
779,2356,303
780,386,262
781,520,1185
782,3304,21
783,8693,9
784,8091,254
785,6431,97
786,2493,148
787,1816,490
788,3392,197
789,4840,36
790,3589,1002
791,7891,176
792,856,133
793,9764,69
794,8849,404
795,7980,1067
796,2643,948
797,6260,996
798,9071,228
799,3432,531
800,4267,595
801,9448,765
802,386,262
803,1437,347
804,1976,32
805,5743,291
806,8918,1168
807,5575,958
808,2345,389
809,6828,61
810,1976,32
811,6956,537
812,3523,565
813,280,798
814,8438,265
815,8059,125
816,9887,1016
817,9633,796
818,1785,35
819,3441,1077
820,96,661
821,1521,104
822,9302,298
823,5082,1165
824,8214,1190
825,7641,581
826,7488,52
827,8481,172
828,6646,660
829,9494,331
830,1810,121
831,4802,590
832,322,140
833,5986,460
834,1175,214
835,4148,381
836,4531,274
837,1437,347
838,2156,71
839,6431,97
840,8274,732
841,1323,96
842,6471,497
843,6817,938
844,5615,653
845,7288,280
846,375,113
847,7110,295
848,9881,150
849,703,74
850,8906,470
851,4459,445
852,7818,380
853,9505,122
854,2979,161
855,8663,15
856,7448,132
857,923,757
858,9563,270
859,6137,139
860,2049,510
861,1194,359
862,2213,1082
863,7572,366
864,9616,407
865,2684,13
866,9494,331
867,4602,29
868,6049,377
869,2156,71
870,2995,695
871,4926,464
872,7488,52
873,3995,205
874,6431,97
875,1751,942
876,3711,115
877,7700,116
878,7537,108
879,3227,146
880,3392,197
881,7154,174
882,7016,911
883,4916,203
884,1172,858
885,4396,281
886,1986,506
887,4567,248
888,8334,100
889,7959,3
890,2146,183
891,3426,179
892,2106,304
893,5702,312
894,8849,404
895,1881,750
896,354,385
897,6402,39
898,6963,302
899,4551,162
900,5909,802
901,7086,889
902,1571,8
903,5870,65
904,9888,467
905,5484,434
906,551,551
907,7602,509
908,4115,616
909,1840,563
910,6197,352
911,4475,781
912,8741,730
913,1548,808
914,9298,368
915,2684,13
916,5473,1133
917,6776,182
918,8091,254
919,840,733
920,6684,869
921,634,641
922,2672,483
923,5022,756
924,5063,142
925,7189,623
926,7015,173
927,4990,412
928,6130,1184
929,706,466
930,2131,275
931,7981,170
932,5732,1188
933,1196,206
934,4178,207
935,8725,128
936,2277,924
937,6020,119
938,769,1175
939,4567,248
940,6351,40
941,527,700
942,7636,305
943,6898,82
944,2360,134
945,1933,1151
946,7798,49
947,4475,781
948,8119,239
949,918,255
950,7850,99
951,8334,100
952,2157,136
953,7110,295
954,6828,61
955,9417,499
956,6267,536
957,2562,157
958,9876,226
959,6351,40
960,4075,48
961,2935,1012
962,6424,64
963,1928,1180
964,8156,371
965,6424,64
966,9464,88
967,6771,185
968,2918,853
969,4606,758
970,9117,1080
971,2804,344
972,1196,206
973,552,862
974,6498,20
975,7605,284
976,8407,436
977,4198,1113
978,8472,131
979,7244,164
980,3566,925
981,6892,917
982,8916,564
983,8156,371
984,6997,46
985,5446,1142
986,5847,143
987,8411,671
988,1922,659
989,1194,359
990,5270,202
991,1976,32
992,480,819
993,8059,125
994,5182,825
995,9148,508
996,9056,1177
997,3989,200
998,9228,524
999,1323,96
1000,4349,424
1001,6567,440
1002,2722,534
1003,445,841
1004,1641,1170
1005,7707,210
1006,1003,842
1007,2472,16
1008,9509,67
1009,1773,1216
1010,8433,42
1011,8116,1153
1012,5396,230
1013,2674,278
1014,9522,556
1015,9699,801
1016,3291,356
1017,7570,251
1018,4990,412
1019,581,455
1020,8119,239
1021,1837,1087
1022,3882,1162
1023,7868,321
1024,6014,906
1025,4676,93
1026,8626,263
1027,8436,437
1028,6088,1097
1029,2937,309
1030,3958,5
1031,2983,473
1032,6868,710
1033,3989,200
1034,2787,943
1035,413,419
1036,3566,925
1037,6957,10
1038,3268,503
1039,2616,1194
1040,5879,249
1041,6684,869
1042,276,1121
1043,1340,669
1044,6267,536
1045,3468,123
1046,8510,340
1047,9790,112
1048,7448,132
1049,208,1178
1050,4102,19
1051,1003,842
1052,8443,287
1053,6351,40
1054,322,140
1055,1133,160
1056,1946,378
1057,697,102
1058,477,219
1059,9125,1161
1060,1194,359
1061,2675,968
1062,646,433
1063,1,1
1064,844,654
1065,1976,32
1066,1461,384
1067,1438,518
1068,4531,274
1069,7488,52
1070,5283,774
1071,2983,473
1072,2085,6
1073,4844,294
1074,9616,407
1075,522,296
1076,5903,314
1077,6199,555
1078,3223,1031
1079,6020,119
1080,7532,144
1081,6896,639
1082,3431,397
1083,3140,14
1084,3867,195
1085,8517,394
1086,7090,463
1087,4725,147
1088,1571,8
1089,2085,6
1090,2672,483
1091,5484,434
1092,364,604
1093,6268,87
1094,6868,710
1095,856,133
1096,2684,13
1097,3022,648
1098,1922,659
1099,8663,15
1100,5132,257
1101,4075,48
1102,3134,816
1103,4066,663
1104,2435,25
1105,5900,215
1106,4329,54
1107,2884,117
1108,2075,978
1109,840,733
1110,4308,289
1111,7157,1064
1112,9903,714
1113,2934,961
1114,6316,643
1115,6729,259
1116,2918,853
1117,8569,880
1118,9294,267
1119,7336,73
1120,5597,734
1121,7448,132
1122,292,1121
1123,2485,283
1124,4178,207
1125,3140,14
1126,1268,795
1127,8693,9
1128,501,515
1129,3265,38
1130,7346,11
1131,6087,316
1132,4968,554
1133,3784,159
1134,5463,62
1135,5312,739
1136,7448,132
1137,2493,148
1138,6463,644
1139,9950,198
1140,6518,1089
1141,2602,516
1142,5676,90
1143,529,480
1144,7288,280
1145,4537,422
1146,3350,240
1147,1575,1130
1148,6684,869
1149,594,264
1150,4676,93
1151,5716,812
1152,5483,871
1153,844,654
1154,9849,220
1155,2279,1039
1156,4762,721
1157,3268,503
1158,6424,64
1159,8025,57
1160,4926,464
1161,6440,1075
1162,8676,326
1163,9637,363
1164,1023,322
1165,6478,454
1166,8004,268
1167,6766,12
1168,4225,1061
1169,7275,335
1170,5623,762
1171,7959,3
1172,1673,857
1173,8103,1076
1174,4445,1116
1175,7467,213
1176,375,113
1177,8436,437
1178,6721,498
1179,6026,318
1180,9400,426
1181,7691,485
1182,1946,378
1183,3062,541
1184,4940,904
1185,7288,280
1186,9944,18
1187,9828,300
1188,9472,838
1189,940,41
1190,2588,1000
1191,1194,359
1192,3347,477
1193,4178,207
1194,2970,358
1195,751,396
1196,3995,205
1197,3265,38
1198,3426,179
1199,863,367
1200,6438,47
1201,7535,211
1202,7177,603
1203,5702,312
1204,1104,26
1205,831,591
1206,1277,984
1207,8481,172
1208,9071,228
1209,3265,38
1210,3698,803
1211,3820,712
1212,2935,1012
1213,5132,257
1214,302,353
1215,6205,227
1216,4725,147
1217,3312,1008
1218,4178,207
1219,1976,32
1220,7082,620
1221,2014,500
1222,9228,524
1223,7954,413
1224,8609,375
1225,5407,837
1226,4314,1131
1227,8079,63
1228,6776,182
1229,2832,1215
1230,2296,443
1231,808,390
1232,6026,318
1233,4508,53
1234,2290,338
1235,7581,427
1236,9697,28
1237,6438,47
1238,5932,84
1239,375,113
1240,2393,55
1241,322,140
1242,8004,268
1243,1461,384
1244,5688,446
1245,6898,82
1246,1891,411
1247,2637,957
1248,8074,1175
1249,4676,93
1250,1976,32
1251,9349,91
1252,7806,153
1253,3302,535
1254,1397,831
1255,6161,884
1256,9671,225
1257,1358,180
1258,5537,145
1259,884,859
1260,5610,212
1261,6820,85
1262,2157,136
1263,5676,90
1264,861,360
1265,5932,84
1266,3090,583
1267,110,868
1268,3099,794
1269,5687,878
1270,8676,326
1271,8583,720
1272,6729,259
1273,5676,90
1274,2884,117
1275,2970,358
1276,452,1024
1277,4656,983
1278,8826,232
1279,9523,22
1280,7798,49
1281,6766,12
1282,3265,38
1283,5885,319
1284,501,515
1285,1504,282
1286,8523,221
1287,2682,1057
1288,3995,205
1289,6898,82
1290,9575,560
1291,9881,150
1292,4606,758
1293,4166,941
1294,5885,319
1295,1887,223
1296,7535,211
1297,507,1177
1298,6099,741
1299,1,1
1300,1437,347
1301,6906,129
1302,8663,15
1303,5688,446
1304,3436,1079
1305,5111,191
1306,6778,1053
1307,1474,77
1308,2389,1006
1309,5635,593
1310,5463,62
1311,4427,1196
1312,8069,292
1313,4840,36
1314,7432,880
1315,3274,231
1316,2157,136
1317,4329,54
1318,4432,184
1319,1474,77
1320,4475,781
1321,5743,291
1322,5049,98
1323,6121,95
1324,4128,768
1325,8517,394
1326,238,216
1327,1291,151
1328,1290,561
1329,2472,16
1330,6199,555
1331,8025,57
1332,26,444
1333,6267,536
1334,3441,1077
1335,7015,173
1336,3676,527
1337,2804,344
1338,8838,766
1339,7110,295
1340,3658,668
1341,6045,243
1342,6780,634
1343,8772,50
1344,610,992
1345,4485,167
1346,2360,134
1347,1640,1117
1348,6995,1055
1349,3147,361
1350,1320,782
1351,7346,11
1352,5740,260
1353,7981,170
1354,1196,206
1355,322,140
1356,2146,183
1357,7357,1072
1358,3426,179
1359,8205,175
1360,7605,284
1361,5868,1152
1362,7772,235
1363,3140,14
1364,3265,38
1365,6567,440
1366,2934,961
1367,7335,569
1368,7386,1001
1369,7289,324
1370,9298,368
1371,2804,344
1372,4081,299
1373,2684,13
1374,2009,308
1375,2728,374
1376,1428,461
1377,6820,85
1378,9880,1060
1379,7798,49
1380,1631,845
1381,7819,484
1382,7003,1192
1383,2009,308
1384,1915,30
1385,6020,119
1386,1814,452
1387,9298,368
1388,8854,421
1389,4692,829
1390,8443,287
1391,940,41
1392,5155,921
1393,1631,845
1394,5714,72
1395,5098,75
1396,7581,427
1397,3493,830
1398,7082,620
1399,979,165
1400,8156,371
1401,9464,88
1402,7965,80
1403,7772,235
1404,9494,331
1405,9644,328
1406,8539,596
1407,4412,605
1408,4348,451
1409,6908,273
1410,8693,9
1411,3226,806
1412,8156,371
1413,1172,858
1414,7570,251
1415,9808,1112
1416,6947,127
1417,3996,550
1418,1529,1116
1419,9509,67
1420,3968,68
1421,6392,1213
1422,8692,469
1423,8433,42
1424,6121,95
1425,8834,585
1426,2106,304
1427,9448,765
1428,5986,460
1429,2870,737
1430,7289,324
1431,5111,191
1432,386,262
1433,894,405
1434,132,201
1435,8550,553
1436,2393,55
1437,2875,346
1438,8590,517
1439,6478,454
1440,7605,284
1441,3989,200
1442,9575,560
1443,6549,1180
1444,9616,407
1445,39,192
1446,3887,261
1447,8609,375
1448,5987,1115
1449,8981,2
1450,9467,171
1451,4308,289
1452,2786,76
1453,3361,4
1454,9575,560
1455,3361,4
1456,2175,1178
1457,3989,200
1458,8834,585
1459,8550,553
1460,5947,7
1461,9462,383
1462,1793,900
1463,1859,1011
1464,6575,1201
1465,7629,883
1466,9462,383
1467,3340,1212
1468,4761,854
1469,9471,86
1470,7435,675
1471,6947,127
1472,3227,146
1473,8674,169
1474,2786,76
1475,2970,358
1476,6957,10
1477,6454,678
1478,7140,204
1479,5331,666
1480,3985,1150
1481,1976,32
1482,2085,6
1483,7581,427
1484,3175,1115
1485,6326,156
1486,1290,561
1487,3808,403
1488,5484,434
1489,8708,233
1490,8334,100
1491,469,832
1492,1924,370
1493,7467,213
1494,4508,53
1495,3608,78
1496,4145,607
1497,2257,1142
1498,6431,97
1499,594,264
1500,2691,874
1501,4461,628
1502,2884,117
1503,3268,503
1504,4396,281
1505,940,41
1506,697,102
1507,2068,1186
1508,2388,253
1509,5610,212
1510,8391,163
1511,9616,407
1512,682,1217
1513,8836,154
1514,7715,932
1515,9939,860
1516,8620,373
1517,2194,599
1518,8433,42
1519,8962,981
1520,3711,115
1521,5818,103
1522,9292,89
1523,1571,8
1524,7798,49
1525,7537,108
1526,7728,1072
1527,9881,150
1528,8522,266
1529,4817,1115
1530,8967,549
1531,7443,23
1532,9302,298
1533,1231,391
1534,3468,123
1535,132,201
1536,9671,225
1537,4226,1026
1538,3361,4
1539,3310,43
1540,6672,706
1541,3699,611
1542,8741,730
1543,1915,30
1544,4537,422
1545,5870,65
1546,8246,778
1547,7023,135
1548,1411,807
1549,9820,586
1550,566,699
1551,8638,588
1552,302,353
1553,2684,13
1554,1294,320
1555,9790,112
1556,7023,135
1557,1350,783
1558,9258,1147
1559,6801,118
1560,6438,47
1561,8981,2
1562,4910,507
1563,9349,91
1564,3431,397
1565,3310,43
1566,8481,172
1567,594,264
1568,9944,18
1569,503,1150
1570,6957,10
1571,5947,7
1572,1323,96
1573,8105,414
1574,3411,107
1575,9112,1129
1576,8836,154
1577,40,130
1578,1338,767
1579,2157,136
1580,6997,46
1581,3995,205
1582,3673,566
1583,6850,181
1584,3245,441
1585,9227,543
1586,2109,1069
1587,5818,103
1588,6850,181
1589,9110,337
1590,5380,940
1591,5947,7
1592,7850,99
1593,1411,807
1594,2672,483
1595,4463,557
1596,6841,1020
1597,26,444
1598,837,348
1599,106,733
1600,8693,9
1601,4211,60
1602,6369,777
1603,1682,468
1604,8981,2
1605,3527,31
1606,5653,728
1607,6578,676
1608,7850,99
1609,475,44
1610,132,201
1611,2722,534
1612,6471,497
1613,7189,623
1614,5623,762
1615,3868,740
1616,1112,715
1617,8965,1105
1618,4517,1223
1619,2860,692
1620,3623,24
1621,475,44
1622,6896,639
1623,6351,40
1624,4725,147
1625,8417,562
1626,9208,1154
1627,3075,570
1628,7335,569
1629,6079,1200
1630,3392,197
1631,7297,844
1632,354,385
1633,7015,173
1634,3426,179
1635,3635,698
1636,8609,375
1637,2433,256
1638,6121,95
1639,7177,603
1640,4445,1116
1641,806,1169
1642,6906,129
1643,1327,152
1644,9983,898
1645,4508,53
1646,5229,209
1647,2443,542
1648,3409,787
1649,7255,190
1650,6899,1211
1651,9729,149
1652,475,44
1653,2156,71
1654,5769,1083
1655,475,44
1656,7965,80
1657,7772,235
1658,2251,310
1659,8192,865
1660,1690,449
1661,6645,1140
1662,9944,18
1663,1571,8
1664,1549,587
1665,8443,287
1666,3265,38
1667,4097,376
1668,8493,1212
1669,8931,51
1670,1817,114
1671,4918,429
1672,6131,1108
1673,4231,856
1674,3075,570
1675,6261,234
1676,2594,106
1677,6684,869
1678,2493,148
1679,4190,311
1680,7478,1014
1681,4868,1180
1682,9888,467
1683,9281,109
1684,9400,426
1685,7095,493
1686,3147,361
1687,7275,335
1688,3968,68
1689,4551,162
1690,2634,448
1691,4308,289
1692,3851,1073
1693,9868,196
1694,4348,451
1695,3932,872
1696,8981,2
1697,445,841
1698,7721,479
1699,6747,355
1700,7868,321
1701,4738,520
1702,6729,259
1703,4384,619
1704,2393,55
1705,4965,881
1706,9292,89
1707,5771,188
1708,9462,383
1709,3728,1035
1710,6964,247
1711,2393,55
1712,3622,1093
1713,7023,135
1714,8443,287
1715,174,1077
1716,2085,6
1717,238,216
1718,4178,207
1719,8398,1082
1720,3711,115
1721,9056,1177
1722,884,859
1723,9888,467
1724,527,700
1725,4463,557
1726,3887,261
1727,8590,517
1728,2983,473
1729,322,140
1730,7443,23
1731,3958,5
1732,9637,363
1733,3895,101
1734,7299,238
1735,1345,168
1736,697,102
1737,2268,79
1738,7959,3
1739,8523,221
1740,6247,189
1741,6530,269
1742,3883,1183
1743,4674,401
1744,5847,143
1745,3382,1150
1746,9563,270
1747,7913,1218
1748,9292,89
1749,7806,153
1750,8836,154
1751,4166,941
1752,9306,1170
1753,2156,71
1754,8334,100
1755,1810,121
1756,6737,1025
1757,5750,727
1758,4565,834
1759,3532,354
1760,132,201
1761,1041,870
1762,9471,86
1763,8119,239
1764,707,406
1765,7959,3
1766,1816,490
1767,5031,37
1768,151,1058
1769,3623,24
1770,7798,49
1771,7049,1215
1772,7488,52
1773,2736,1215
1774,9828,300
1775,3156,425
1776,5111,191
1777,115,606
1778,2366,1132
1779,3140,14
1780,5166,1206
1781,4309,1103
1782,4664,246
1783,7532,144
1784,3608,78
1785,4520,34
1786,8657,567
1787,9304,1117
1788,8708,233
1789,9294,267
1790,7959,3
1791,1616,716
1792,1742,1184
1793,1644,899
1794,2388,253
1795,8708,233
1796,8079,63
1797,1323,96
1798,5818,103
1799,6729,259
1800,3310,43
1801,6672,706
1802,5900,215
1803,8517,394
1804,8517,394
1805,238,216
1806,4459,445
1807,6896,639
1808,6087,316
1809,1805,217
1810,7286,120
1811,7063,621
1812,110,868
1813,9418,1191
1814,4348,451
1815,4779,790
1816,418,489
1817,375,113
1818,7336,73
1819,8205,175
1820,3873,580
1821,522,296
1822,8156,371
1823,1196,206
1824,4432,184
1825,3655,821
1826,7289,324
1827,6137,139
1828,7375,364
1829,856,133
1830,5573,272
1831,6629,612
1832,2360,134
1833,3523,565
1834,2950,1144
1835,8826,232
1836,665,928
1837,3183,1086
1838,2845,341
1839,5111,191
1840,8417,562
1841,9501,1191
1842,6516,1209
1843,8916,564
1844,105,1137
1845,2393,55
1846,9820,586
1847,1019,456
1848,8741,730
1849,68,811
1850,8481,172
1851,2085,6
1852,243,801
1853,5261,442
1854,7015,173
1855,6438,47
1856,2435,25
1857,8965,1105
1858,8826,232
1859,3279,1010
1860,9957,530
1861,3952,633
1862,2884,117
1863,6431,97
1864,7290,177
1865,4531,274
1866,1817,114
1867,7605,284
1868,1104,26
