Vertice,Pai,Nivel
332,1585,4
333,8097,3
334,6235,3
335,8172,4
336,4973,4
337,294,3
338,4326,3
339,7331,4
340,2101,4
341,6136,3
342,9713,4
343,8535,3
344,4491,3
345,8919,3
346,3924,3
347,6647,3
348,3099,3
349,6263,4
350,8961,3
351,6616,3
352,6924,3
353,849,4
354,1632,4
355,3050,4
356,2458,3
357,3924,3
358,9301,3
359,6449,3
360,6690,4
361,9252,3
362,1604,3
363,9492,4
364,4147,4
365,6008,4
366,5639,4
367,2705,3
368,1299,2
369,966,3
370,1135,4
371,5495,3
372,4447,4
373,4897,4
374,4703,3
375,5362,4
376,6001,4
377,250,4
378,3007,4
379,4879,4
380,3455,4
381,253,3
382,2069,2
383,5379,4
384,2230,4
385,8463,3
386,5686,4
387,2450,3
388,45,3
389,3224,3
390,2853,3
391,2069,2
392,4607,3
393,6738,3
394,9519,3
395,9232,3
396,8167,3
397,3401,3
398,6868,4
399,1716,3
400,391,3
401,3950,3
402,6738,3
403,7149,3
404,9503,4
405,3399,4
406,4015,3
407,2100,4
408,1081,4
409,6928,3
410,9327,3
411,6987,4
412,4770,3
413,44,3
414,1288,3
415,7136,3
416,5631,3
417,4951,4
418,9295,3
419,7595,2
420,4386,3
421,2001,3
422,7965,4
423,9577,4
424,253,3
425,9664,4
426,6539,3
427,3891,3
428,7335,3
429,4828,3
430,3693,3
431,2687,3
432,5289,4
433,2069,2
434,3097,4
435,6845,3
436,397,4
437,6987,4
438,180,3
439,7708,3
440,44,3
441,6998,3
442,966,3
443,9978,4
444,5121,3
445,9702,4
446,5748,3
447,4135,3
448,3795,3
449,7962,2
450,8336,3
451,267,4
452,6737,4
453,455,4
454,1253,4
455,1288,3
456,6033,4
457,2826,4
458,1144,4
459,6370,3
460,9526,4
461,6679,3
462,5495,3
463,3188,3
464,1668,3
465,8532,3
466,3594,4
467,44,3
468,4217,4
469,253,3
470,4399,4
471,6705,3
472,4002,3
473,9082,3
474,3062,4
475,6996,3
476,5631,3
477,2609,4
478,7908,3
479,4504,3
480,7008,4
481,1023,4
482,285,3
483,299,4
484,4740,3
485,9478,4
486,277,3
487,9005,4
488,6003,3
489,8228,3
490,4732,3
491,8097,3
492,9741,4
493,9922,4
494,5556,3
495,12,4
496,7175,4
497,228,3
498,3652,4
499,3099,3
500,6142,2
501,9284,3
502,7664,3
503,7196,3
504,3248,3
505,4661,4
506,6886,4
507,1862,4
508,5521,3
509,1449,3
510,1603,3
511,1233,4
512,6930,4
513,3354,3
514,8678,3
515,3511,4
516,8932,4
517,854,3
518,8961,3
519,2230,4
520,6003,3
521,4703,3
522,9658,3
523,1263,4
524,2017,4
525,3895,4
526,1869,3
527,8216,2
528,2249,4
529,8971,4
530,9309,3
531,3598,4
532,9537,4
533,7997,4
534,1419,3
535,3354,3
536,6616,3
537,391,3
538,278,4
539,410,4
540,4878,4
541,1234,4
542,1482,3
543,1604,3
544,329,3
545,3692,4
546,5340,4
547,1274,3
548,3486,3
549,8861,4
550,8837,4
551,8961,3
552,7464,3
553,262,4
554,5130,3
555,8971,4
556,472,4
557,621,4
558,1892,4
559,5579,4
560,8183,2
561,6679,3
562,1302,4
563,1063,2
564,8230,4
565,3684,4
566,1550,3
567,7354,4
568,7127,4
569,3224,3
570,3465,4
571,7518,3
572,7131,3
573,4891,3
574,9661,3
575,1321,3
576,8167,3
577,9623,3
578,3421,4
579,5771,4
580,7088,4
581,1085,3
582,3686,4
583,3090,3
584,642,4
585,6344,4
586,2564,3
587,9922,4
588,3701,3
589,1256,4
590,500,3
591,2848,4
592,8555,3
593,7113,3
594,1943,4
595,1467,4
596,4732,3
597,6861,3
598,6141,3
599,9284,3
600,1673,4
601,6136,3
602,7335,3
603,827,3
604,8961,3
605,8382,3
606,5075,3
607,5942,3
608,7840,3
609,138,4
610,4521,3
611,1766,4
612,3693,3
613,3212,3
614,2530,4
615,3083,3
616,9416,4
617,2042,3
618,759,4
619,8891,3
620,518,4
621,7095,3
622,8578,3
623,1343,3
624,6165,4
625,8064,3
626,5040,4
627,1342,3
628,1828,3
629,1398,3
630,7113,3
631,3953,4
632,9002,3
633,8228,3
634,9030,4
635,2981,4
636,5836,4
637,3212,3
638,2994,4
639,9654,3
640,2582,3
641,1716,3
642,7908,3
643,4135,3
644,6142,2
645,2899,4
646,662,3
647,893,3
648,9657,4
649,4541,3
650,3822,3
651,1760,3
652,8266,3
653,5169,3
654,4487,3
655,9122,4
656,2572,4
657,6649,4
658,3891,3
659,6835,4
660,8679,3
661,2150,3
662,7616,2
663,1047,4
664,5556,3
665,9002,3
666,1562,4
667,4399,4
668,3802,4
669,6626,4
670,449,3
671,2823,4
672,4002,3
673,5121,3
674,8171,4
675,3779,3
676,2806,4
677,6286,4
678,7136,3
679,9168,4
680,5874,3
681,1284,3
682,9654,3
683,7230,4
684,1419,3
685,1868,4
686,3452,4
687,3104,4
688,6432,3
689,4740,3
690,4541,3
691,4147,4
692,2907,4
693,8440,3
694,7561,3
695,7464,3
696,1063,2
697,8295,3
698,494,4
699,2972,4
700,849,4
701,825,3
702,1192,4
703,158,3
704,6210,3
705,9759,3
706,41,4
707,2253,4
708,5368,4
709,5388,4
710,8228,3
711,1962,4
712,1685,4
713,9167,3
714,7882,4
715,148,2
716,7606,4
717,5634,3
718,602,4
719,1550,3
720,4083,3
721,8555,3
722,5521,3
723,7342,4
724,5461,3
725,6421,4
726,4217,4
727,5755,4
728,9137,3
729,1530,4
730,6490,4
731,1179,3
732,2606,3
733,3950,3
734,3148,4
735,96,3
736,9575,4
737,9327,3
738,5909,3
739,6123,3
740,6845,3
741,6845,3
742,9661,3
743,9623,3
744,9302,4
745,2980,3
746,400,4
747,8257,3
748,1119,4
749,6715,4
750,3701,3
751,1195,4
752,1985,4
753,8257,3
754,286,3
755,9410,4
756,8679,3
757,9167,3
758,7077,3
759,5556,3
760,8551,3
761,2113,4
762,5224,3
763,1275,4
764,7616,2
765,2993,4
766,9847,3
767,9005,4
768,7897,4
769,6772,4
770,148,2
771,6661,4
772,4926,4
773,4891,3
774,696,3
775,5681,3
776,2881,3
777,9054,4
778,4216,4
779,7131,3
780,449,3
781,1828,3
782,9957,3
783,7183,3
784,5327,3
785,7717,4
786,3001,4
787,5011,3
788,1467,4
789,4504,3
790,3795,3
791,1482,3
792,7733,3
793,5265,3
794,1179,3
795,3882,4
796,4891,3
797,3369,3
798,8160,4
799,8460,4
800,1449,3
801,180,3
802,5942,3
803,7106,3
804,1976,3
805,9309,3
806,3299,3
807,3600,3
808,7027,3
809,8622,3
810,2606,3
811,7664,3
812,1299,2
813,9123,4
814,6276,4
815,5521,3
816,2224,3
817,7903,4
818,8166,3
819,5224,3
820,96,3
821,4709,3
822,56,4
823,5082,4
824,715,3
825,7962,2
826,6003,3
827,4500,2
828,9023,3
829,9494,3
830,3249,4
831,1068,4
832,8891,3
833,5160,4
834,904,4
835,9462,4
836,6831,4
837,9055,4
838,9740,4
839,488,4
840,4607,3
841,9988,4
842,2559,4
843,6817,3
844,1419,3
845,6887,3
846,2678,3
847,662,3
848,3401,3
849,5130,3
850,9327,3
851,8881,4
852,9446,3
853,4584,3
854,2791,2
855,4891,3
856,9082,3
857,4770,3
858,2481,4
859,8834,3
860,3360,3
861,9446,3
862,2927,4
863,228,3
864,527,3
865,1903,4
866,9002,3
867,2958,3
868,9168,4
869,9322,3
870,5319,3
871,1081,4
872,1343,3
873,5509,3
874,5493,4
875,44,3
876,1696,3
877,7620,4
878,2446,4
879,3950,3
880,9058,4
881,4521,3
882,7136,3
883,3401,3
884,8703,3
885,4083,3
886,102,4
887,6996,3
888,7785,4
889,7959,3
890,1106,3
891,2678,3
892,8678,3
893,1063,2
894,1851,3
895,9486,4
896,3308,3
897,7139,4
898,3001,4
899,7118,3
900,5909,3
901,4661,4
902,1571,4
903,6235,3
904,6449,3
905,3693,3
906,551,4
907,1550,3
908,6647,3
909,1440,3
910,6913,4
911,3212,3
912,8463,3
913,1548,3
914,8703,3
915,816,4
916,9322,3
917,3407,4
918,387,4
919,537,4
920,1685,4
921,9460,4
922,6679,3
923,5465,4
924,9182,4
925,6003,3
926,7015,4
927,4895,4
928,6130,4
929,1488,4
930,463,4
931,299,4
932,6886,4
933,6136,3
934,7667,3
935,3483,3
936,5589,4
937,5619,4
938,5681,3
939,2150,3
940,449,3
941,9322,3
942,7636,4
943,8919,3
944,9145,3
945,9466,3
946,599,4
947,6817,3
948,1115,4
949,9007,3
950,7246,3
951,914,4
952,9802,4
953,3212,3
954,5556,3
955,6235,3
956,9402,4
957,5265,3
958,9677,3
959,5000,3
960,5600,4
961,8266,3
962,4487,3
963,7434,3
964,3845,4
965,8298,3
966,4500,2
967,3363,3
968,6539,3
969,5539,4
970,3779,3
971,8691,4
972,9910,3
973,4661,4
974,1321,3
975,5521,3
976,2766,4
977,6130,4
978,4104,3
979,9800,3
980,1284,3
981,9082,3
982,1828,3
983,7997,4
984,5482,3
985,5604,3
986,5847,4
987,8970,4
988,5521,3
989,391,3
990,1696,3
991,1976,3
992,5329,4
993,419,3
994,6539,3
995,3308,3
996,1687,4
997,5329,4
998,4519,3
999,2276,3
1000,6924,3
1001,6737,4
1002,4526,4
1003,5541,3
1004,1641,4
1005,3779,3
1006,4977,4
1007,7183,3
1008,158,3
1009,1250,4
1010,1115,4
1011,5541,3
1012,8551,3
1013,2980,3
1014,1710,4
1015,6772,4
1016,6001,4
1017,9023,3
1018,1482,3
1019,604,4
1020,433,3
1021,2611,3
1022,3882,4
1023,3779,3
1024,6185,4
1025,3001,4
1026,5553,4
1027,6539,3
1028,6616,3
1029,536,4
1030,1299,2
1031,3613,3
1032,8382,3
1033,9175,3
1034,5224,3
1035,7331,4
1036,9466,3
1037,9702,4
1038,5319,3
1039,9724,3
1040,6350,4
1041,6123,3
1042,276,4
1043,7149,3
1044,4854,3
1045,849,4
1046,8406,3
1047,1668,3
1048,8228,3
1049,6185,4
1050,4481,4
1051,9842,4
1052,5948,4
1053,2467,3
1054,6924,3
1055,1402,3
1056,4060,3
1057,9283,3
1058,2909,3
1059,4515,3
1060,4977,4
1061,3363,3
1062,9084,4
1063,1,1
1064,6730,4
1065,2909,3
1066,2791,2
1067,4055,4
1068,1707,3
1069,1908,2
1070,2559,4
1071,6138,4
1072,6286,4
1073,1253,4
1074,1777,3
1075,6821,4
1076,9271,4
1077,7716,4
1078,2150,3
1079,2031,2
1080,9283,3
1081,8295,3
1082,6370,3
1083,4518,4
1084,1757,3
1085,6142,2
1086,3099,3
1087,1047,4
1088,3752,3
1089,5693,3
1090,7438,3
1091,1978,4
1092,1851,3
1093,7175,4
1094,2949,4
1095,9295,3
1096,6566,3
1097,6928,3
1098,9800,3
1099,9283,3
1100,9440,3
1101,301,4
1102,6210,3
1103,9745,4
1104,3299,3
1105,1066,3
1106,2791,2
1107,8097,3
1108,228,3
1109,9664,4
1110,2611,3
1111,7106,3
1112,1312,4
1113,8516,3
1114,9684,3
1115,382,3
1116,426,4
1117,9808,4
1118,6303,4
1119,3693,3
1120,3325,4
1121,7660,3
1122,4015,3
1123,504,4
1124,9666,4
1125,1632,4
1126,3752,3
1127,9584,4
1128,5557,4
1129,968,4
1130,7840,3
1131,8172,4
1132,1929,3
1133,5935,4
1134,4971,4
1135,770,3
1136,1551,4
1137,5672,3
1138,5859,4
1139,3776,4
1140,2705,3
1141,8532,3
1142,4614,3
1143,6993,3
1144,1248,3
1145,6705,3
1146,3129,4
1147,770,3
1148,2703,3
1149,3982,3
1150,2261,3
1151,4135,3
1152,966,3
1153,7145,4
1154,218,3
1155,8961,3
1156,2782,3
1157,4614,3
1158,7185,3
1159,4041,4
1160,4647,4
1161,1274,3
1162,5627,4
1163,7667,3
1164,1325,3
1165,7635,4
1166,3212,3
1167,8001,4
1168,3795,3
1169,299,4
1170,4053,4
1171,4740,3
1172,4487,3
1173,3726,4
1174,4207,3
1175,4359,4
1176,2683,4
1177,8436,3
1178,6721,4
1179,8390,2
1180,4770,3
1181,3460,3
1182,8678,3
1183,3363,3
1184,2113,4
1185,8239,3
1186,9944,3
1187,3363,3
1188,9013,4
1189,6861,3
1190,158,3
1191,604,4
1192,2150,3
1193,4678,4
1194,8409,3
1195,3693,3
1196,6003,3
1197,4882,4
1198,966,3
1199,3099,3
1200,9847,3
1201,6747,4
1202,1063,2
1203,7674,4
1204,5472,4
1205,9555,4
1206,3248,3
1207,8266,3
1208,3829,4
1209,329,3
1210,2150,3
1211,5169,3
1212,7478,3
1213,5126,3
1214,1419,3
1215,6654,3
1216,8097,3
1217,4245,4
1218,6738,3
1219,1976,3
1220,9654,3
1221,8555,3
1222,6895,4
1223,4828,3
1224,3417,3
1225,41,4
1226,537,4
1227,6738,3
1228,7137,4
1229,812,3
1230,6105,4
1231,3636,3
1232,6609,4
1233,8703,3
1234,6432,3
1235,9466,3
1236,4152,4
1237,5122,3
1238,1561,3
1239,8244,4
1240,9863,3
1241,1312,4
1242,1707,3
1243,6616,3
1244,7708,3
1245,9227,4
1246,4891,3
1247,2637,3
1248,331,2
1249,825,3
1250,4002,3
1251,2758,3
1252,9497,4
1253,9283,3
1254,1419,3
1255,1731,3
1256,1707,3
1257,4060,3
1258,8703,3
1259,4515,3
1260,5319,3
1261,6987,4
1262,6297,4
1263,8239,3
1264,554,4
1265,7596,4
1266,3090,3
1267,9315,3
1268,3099,3
1269,218,3
1270,5603,4
1271,5121,3
1272,3982,3
1273,4689,4
1274,1908,2
1275,1668,3
1276,6434,3
1277,7903,4
1278,9893,4
1279,5612,3
1280,6157,3
1281,4359,4
1282,1769,4
1283,3253,4
1284,1299,2
1285,329,3
1286,3316,4
1287,518,4
1288,1063,2
1289,3369,3
1290,9575,4
1291,8555,3
1292,9720,4
1293,5061,4
1294,2683,4
1295,8440,3
1296,9082,3
1297,9981,3
1298,1766,4
1299,1,1
1300,391,3
1301,764,3
1302,5556,3
1303,8228,3
1304,7118,3
1305,8852,4
1306,4880,4
1307,6887,3
1308,1530,4
1309,9654,3
1310,1288,3
1311,6529,4
1312,5130,3
1313,8535,3
1314,8949,4
1315,602,4
1316,5222,4
1317,5874,3
1318,3380,4
1319,232,3
1320,2909,3
1321,7616,2
1322,4060,3
1323,1696,3
1324,7664,3
1325,7595,2
1326,6159,3
1327,8359,3
1328,9090,4
1329,6172,4
1330,5082,4
1331,1460,4
1332,9232,3
1333,4678,4
1334,7027,3
1335,9527,4
1336,3600,3
1337,6685,4
1338,5846,4
1339,286,3
1340,7997,4
1341,7033,3
1342,331,2
1343,8183,2
1344,3693,3
1345,2153,4
1346,2813,3
1347,6274,3
1348,6114,4
1349,6235,3
1350,7723,3
1351,3600,3
1352,5453,4
1353,8266,3
1354,6195,4
1355,8891,3
1356,6041,4
1357,1440,3
1358,4770,3
1359,989,4
1360,3421,4
1361,3299,3
1362,1588,4
1363,4186,3
1364,6123,3
1365,6802,4
1366,672,4
1367,433,3
1368,4521,3
1369,1844,4
1370,2782,3
1371,1716,3
1372,4692,3
1373,1617,3
1374,6679,3
1375,1757,3
1376,1066,3
1377,6820,4
1378,5202,4
1379,5631,3
1380,8611,4
1381,7831,3
1382,9684,3
1383,5000,3
1384,4950,4
1385,8684,4
1386,4614,3
1387,5697,4
1388,6008,4
1389,5126,3
1390,2933,4
1391,4891,3
1392,7478,3
1393,6996,3
1394,5714,3
1395,8611,4
1396,527,3
1397,2703,3
1398,7962,2
1399,6003,3
1400,9068,3
1401,6543,4
1402,7616,2
1403,3340,3
1404,9494,3
1405,8067,4
1406,1617,3
1407,6647,3
1408,4703,3
1409,7106,3
1410,472,4
1411,7708,3
1412,330,4
1413,4135,3
1414,5748,3
1415,9808,4
1416,1342,3
1417,8516,3
1418,8183,2
1419,331,2
1420,7908,3
1421,7049,4
1422,6157,3
1423,2042,3
1424,7769,3
1425,8834,3
1426,9327,3
1427,2238,3
1428,4813,3
1429,9145,3
1430,9721,3
1431,3950,3
1432,9951,4
1433,696,3
1434,8834,3
1435,3484,4
1436,2443,3
1437,315,4
1438,9951,4
1439,4563,3
1440,6644,2
1441,4135,3
1442,3401,3
1443,3891,3
1444,3308,3
1445,3897,4
1446,5987,3
1447,1929,3
1448,3701,3
1449,8981,2
1450,8064,3
1451,7030,4
1452,7652,4
1453,4196,4
1454,4060,3
1455,5714,3
1456,9446,3
1457,9654,3
1458,8834,3
1459,5388,4
1460,8703,3
1461,1066,3
1462,9845,4
1463,2150,3
1464,3308,3
1465,8266,3
1466,9462,4
1467,2564,3
1468,8390,2
1469,6738,3
1470,286,3
1471,9981,3
1472,4150,4
1473,3897,4
1474,2848,4
1475,4563,3
1476,6957,4
1477,6932,4
1478,2189,4
1479,1250,4
1480,905,4
1481,2813,3
1482,1908,2
1483,7581,4
1484,4504,3
1485,8087,4
1486,9284,3
1487,89,4
1488,6003,3
1489,3213,4
1490,1828,3
1491,402,4
1492,6370,3
1493,9068,3
1494,914,4
1495,1023,4
1496,7677,3
1497,893,3
1498,2606,3
1499,4770,3
1500,2904,4
1501,2492,4
1502,3000,4
1503,5733,4
1504,3308,3
1505,1960,4
1506,3188,3
1507,391,3
1508,3855,4
1509,8075,4
1510,8166,3
1511,6616,3
1512,7982,3
1513,6689,4
1514,8166,3
1515,5611,3
1516,3897,4
1517,9478,4
1518,1482,3
1519,8962,4
1520,138,4
1521,329,3
1522,4349,4
1523,1571,4
1524,449,3
1525,2113,4
1526,2414,4
1527,7027,3
1528,1942,4
1529,1418,3
1530,2224,3
1531,5672,3
1532,4104,3
1533,6996,3
1534,2352,3
1535,8679,3
1536,6370,3
1537,3174,4
1538,9486,4
1539,4220,3
1540,6304,4
1541,9007,3
1542,9068,3
1543,4614,3
1544,4737,4
1545,4770,3
1546,1604,3
1547,2980,3
1548,6142,2
1549,3636,3
1550,4500,2
1551,6003,3
1552,6238,4
1553,6434,3
1554,141,4
1555,6213,4
1556,7023,3
1557,6887,3
1558,3795,3
1559,5396,4
1560,218,3
1561,8981,2
1562,6449,3
1563,8753,3
1564,4326,3
1565,9591,3
1566,7936,4
1567,3079,3
1568,1851,3
1569,2813,3
1570,5856,3
1571,391,3
1572,3483,3
1573,6928,3
1574,8578,3
1575,1147,4
1576,350,4
1577,40,4
1578,4703,3
1579,8962,4
1580,9084,4
1581,1851,3
1582,46,4
1583,23,4
1584,3421,4
1585,9661,3
1586,2980,3
1587,3568,4
1588,2467,3
1589,8340,3
1590,8647,4
1591,218,3
1592,4060,3
1593,7797,4
1594,2247,4
1595,278,4
1596,9008,3
1597,3465,4
1598,1402,3
1599,9997,4
1600,5202,4
1601,1202,3
1602,2981,4
1603,8216,2
1604,8981,2
1605,5461,3
1606,6886,4
1607,7220,4
1608,4854,3
1609,277,3
1610,693,4
1611,8911,3
1612,5000,3
1613,9684,3
1614,6924,3
1615,9537,4
1616,8440,3
1617,4500,2
1618,2522,3
1619,8430,4
1620,8382,3
1621,6041,4
1622,9739,4
1623,8891,3
1624,1690,4
1625,8808,4
1626,5399,4
1627,3075,4
1628,7335,3
1629,4207,3
1630,8746,4
1631,2238,3
1632,8961,3
1633,9145,3
1634,8938,4
1635,9170,3
1636,675,4
1637,560,3
1638,9462,4
1639,6831,4
1640,8699,4
1641,770,3
1642,2230,4
1643,3795,3
1644,46,4
1645,9537,4
1646,6008,4
1647,2443,3
1648,6679,3
1649,1119,4
1650,2852,4
1651,9462,4
1652,3747,3
1653,7106,3
1654,6738,3
1655,286,3
1656,825,3
1657,7908,3
1658,8624,4
1659,41,4
1660,391,3
1661,9847,3
1662,9944,3
1663,3363,3
1664,6679,3
1665,1661,4
1666,684,4
1667,3148,4
1668,2069,2
1669,9145,3
1670,9998,4
1671,9759,3
1672,5011,3
1673,218,3
1674,1869,3
1675,9271,4
1676,2657,3
1677,6661,4
1678,2276,3
1679,6886,4
1680,7478,3
1681,313,4
1682,1603,3
1683,5509,3
1684,1851,3
1685,7095,3
1686,9759,3
1687,2224,3
1688,4526,4
1689,8064,3
1690,5224,3
1691,6647,3
1692,9737,4
1693,7669,4
1694,7010,3
1695,4104,3
1696,7595,2
1697,5019,4
1698,563,3
1699,7870,3
1700,4920,4
1701,9741,4
1702,5492,4
1703,5942,3
1704,6159,3
1705,7253,4
1706,3340,3
1707,2069,2
1708,9462,4
1709,5509,3
1710,2467,3
1711,2001,3
1712,1828,3
1713,391,3
1714,2597,4
1715,44,3
1716,1908,2
1717,6738,3
1718,2559,4
1719,4491,3
1720,1696,3
1721,1195,4
1722,696,3
1723,2507,4
1724,9327,3
1725,9930,3
1726,4926,4
1727,3417,3
1728,4689,4
1729,1300,4
1730,8266,3
1731,8216,2
1732,7111,3
1733,7043,3
1734,6626,4
1735,5874,3
1736,644,3
1737,5041,4
1738,3401,3
1739,1325,3
1740,5000,3
1741,9002,3
1742,3380,4
1743,8970,4
1744,1321,3
1745,2606,3
1746,3891,3
1747,329,3
1748,2808,4
1749,4813,3
1750,7196,3
1751,9007,3
1752,3748,4
1753,3507,4
1754,8753,3
1755,2980,3
1756,6737,4
1757,8183,2
1758,7183,3
1759,7788,4
1760,7962,2
1761,4205,3
1762,6333,4
1763,6566,3
1764,7831,3
1765,9957,3
1766,5130,3
1767,563,3
1768,5557,4
1769,5942,3
1770,391,3
1771,7049,4
1772,1707,3
1773,8097,3
1774,5541,3
1775,6274,3
1776,3254,4
1777,1063,2
1778,9315,3
1779,5265,3
1780,4104,3
1781,4309,4
1782,5509,3
1783,9863,3
1784,7292,4
1785,6157,3
1786,5202,4
1787,9304,4
1788,8753,3
1789,3175,4
1790,1550,3
1791,9466,3
1792,4796,4
1793,5224,3
1794,8624,4
1795,6434,3
1796,1325,3
1797,6802,4
1798,7840,3
1799,8097,3
1800,6142,2
1801,4515,3
1802,3598,4
1803,7099,3
1804,2494,3
1805,2150,3
1806,3729,3
1807,4205,3
1808,3447,4
1809,4950,4
1810,9167,3
1811,6490,4
1812,3483,3
1813,6513,4
1814,5627,4
1815,3036,4
1816,1766,4
1817,1704,4
1818,5906,4
1819,286,3
1820,7185,3
1821,9951,4
1822,6566,3
1823,1196,4
1824,2643,4
1825,2881,3
1826,2483,4
1827,1707,3
1828,331,2
1829,3417,3
1830,5681,3
1831,7495,4
1832,2909,3
1833,8840,4
1834,8028,3
1835,8961,3
1836,7776,4
1837,1115,4
1838,2694,4
1839,2806,4
1840,1760,3
1841,2511,4
1842,6566,3
1843,8005,4
1844,8961,3
1845,8679,3
1846,5952,4
1847,3465,4
1848,7246,3
1849,294,3
1850,9295,3
1851,2031,2
1852,45,3
1853,9724,3
1854,1115,4
1855,329,3
1856,9420,4
1857,5855,4
1858,3395,4
1859,7008,4
1860,9957,3
1861,9922,4
1862,2224,3
1863,7708,3
1864,1960,4
1865,4563,3
1866,2263,4
1867,3024,4
1868,715,3
1869,8216,2
1870,4447,4
1871,5379,4
1872,8193,4
1873,7677,3
1874,2325,3
1875,6370,3
1876,1242,4
1877,382,3
1878,1179,3
1879,6887,3
1880,3442,4
1881,400,4
1882,4577,4
1883,4587,3
1884,3036,4
1885,9023,3
1886,2352,3
1887,7118,3
1888,2467,3
1889,1976,3
1890,4015,3
1891,9724,3
1892,433,3
1893,1962,4
1894,3299,3
1895,1869,3
1896,1617,3
