Vertice,Pai,Nivel
139,329137,4
140,-1,-1
141,330967,4
142,81394,4
143,-1,-1
144,4288,3
145,-1,-1
146,299539,4
147,302444,3
148,284853,4
149,159283,3
150,48941,3
151,187384,3
152,-1,-1
153,-1,-1
154,67680,3
155,64676,4
156,-1,-1
157,16087,3
158,-1,-1
159,356178,4
160,-1,-1
161,167929,4
162,211534,4
163,171638,4
164,176962,3
165,265298,4
166,-1,-1
167,102935,3
168,290877,4
169,-1,-1
170,-1,-1
171,-1,-1
172,-1,-1
173,-1,-1
174,315366,3
175,112942,3
176,-1,-1
177,274474,4
178,20466,2
179,-1,-1
180,86553,3
181,-1,-1
182,328867,3
183,251007,4
184,91587,4
185,213845,3
186,113439,4
187,172556,4
188,310525,3
189,334695,4
190,309840,3
191,-1,-1
192,285058,4
193,270262,4
194,-1,-1
195,198125,3
196,54644,4
197,128207,4
198,117657,4
199,202910,4
200,269286,4
201,346941,3
202,23282,3
203,291157,4
204,226434,4
205,138485,4
206,366009,3
207,268203,3
208,344659,3
209,-1,-1
210,245621,4
211,13606,3
212,195544,4
213,-1,-1
214,289215,4
215,-1,-1
216,-1,-1
217,364203,3
218,-1,-1
219,-1,-1
220,-1,-1
221,23907,3
222,64493,4
223,186838,3
224,364978,4
225,-1,-1
226,-1,-1
227,-1,-1
228,6434,3
229,234967,3
230,258233,4
231,143099,4
232,136668,4
233,331146,4
234,65751,4
235,254014,4
236,37159,3
237,211865,4
238,-1,-1
239,54058,3
240,256435,3
241,-1,-1
242,-1,-1
243,243069,3
244,-1,-1
245,-1,-1
246,-1,-1
247,57289,3
248,-1,-1
249,-1,-1
250,235977,3
251,167532,3
252,-1,-1
253,242297,4
254,203146,3
255,128824,4
256,301359,4
257,369058,3
258,126926,4
259,258151,4
260,-1,-1
261,-1,-1
262,281217,3
263,33901,3
264,104094,4
265,59691,3
266,318233,3
267,74558,4
268,109439,3
269,-1,-1
270,-1,-1
271,301729,3
272,74832,3
273,-1,-1
274,-1,-1
275,315081,2
276,-1,-1
277,267102,4
278,-1,-1
279,-1,-1
280,-1,-1
281,-1,-1
282,-1,-1
283,33098,4
284,-1,-1
285,350069,4
286,77537,3
287,52216,3
288,235841,4
289,304337,3
290,25316,3
291,-1,-1
292,226741,3
293,171264,4
294,340509,4
295,110791,4
296,49026,3
297,191677,2
298,175181,3
299,-1,-1
300,291128,4
301,88325,3
302,169368,4
303,-1,-1
304,339861,4
305,237376,4
306,-1,-1
307,-1,-1
308,100256,3
309,65041,4
310,-1,-1
311,123110,4
312,194730,3
313,318745,4
314,163846,3
315,161553,4
316,39505,3
317,-1,-1
318,361114,4
319,217818,3
320,70092,4
321,226724,3
322,-1,-1
323,-1,-1
324,-1,-1
325,-1,-1
326,-1,-1
327,-1,-1
328,47946,4
329,216717,3
330,196713,4
331,-1,-1
332,321376,4
333,-1,-1
334,306825,3
335,5349,3
336,97520,3
337,250836,4
338,-1,-1
339,-1,-1
340,218369,3
341,-1,-1
342,73082,3
343,27113,4
344,-1,-1
345,-1,-1
346,295253,4
347,-1,-1
348,39623,3
349,-1,-1
350,37787,3
351,371188,3
352,221381,3
353,-1,-1
354,175159,4
355,-1,-1
356,-1,-1
357,-1,-1
358,-1,-1
359,220497,4
360,-1,-1
361,-1,-1
362,326008,3
363,17448,3
364,118144,4
365,207515,3
366,303814,3
367,-1,-1
368,111281,3
369,334067,4
370,53517,4
371,158161,4
372,-1,-1
373,-1,-1
374,240428,3
375,177491,4
376,-1,-1
377,239015,4
378,327957,3
379,308615,4
380,72646,4
381,-1,-1
382,78216,3
383,-1,-1
384,324404,4
385,81294,4
386,14699,3
387,324459,3
388,-1,-1
389,-1,-1
390,219882,3
391,144324,4
392,-1,-1
393,-1,-1
394,77755,4
395,261177,3
396,-1,-1
397,-1,-1
398,319991,4
399,-1,-1
400,33984,4
401,-1,-1
402,-1,-1
403,357203,3
404,-1,-1
405,197471,4
406,23120,2
407,341749,4
408,-1,-1
409,-1,-1
410,243512,4
411,290119,4
412,-1,-1
413,360682,4
414,39013,4
415,-1,-1
416,48167,3
417,-1,-1
418,7002,4
419,280403,4
420,284278,4
421,167395,4
422,-1,-1
423,298673,4
424,313183,3
425,351416,4
426,-1,-1
427,136121,3
428,41191,3
429,273528,4
430,-1,-1
431,206350,4
432,205542,3
433,365167,4
434,346405,3
435,-1,-1
436,242789,3
437,53548,4
438,-1,-1
439,101930,4
440,160782,3
441,29380,3
442,150599,4
443,281846,3
444,374268,3
445,132964,4
446,139687,4
447,192051,3
448,31099,4
449,35826,3
450,371725,3
451,155548,3
452,-1,-1
453,96620,4
454,312657,4
455,211998,3
456,-1,-1
457,43524,3
458,366009,3
459,98137,3
460,-1,-1
461,13606,3
462,-1,-1
463,90841,3
464,293614,3
465,341853,4
466,-1,-1
467,110615,3
468,-1,-1
469,-1,-1
470,343117,4
471,-1,-1
472,-1,-1
473,-1,-1
474,-1,-1
475,-1,-1
476,-1,-1
477,-1,-1
478,26038,3
479,105985,4
480,275899,4
481,-1,-1
482,-1,-1
483,257475,4
484,73200,3
485,330381,4
486,96326,4
487,178880,3
488,283333,4
489,278842,4
490,21617,3
491,229580,4
492,37444,4
493,250837,4
494,-1,-1
495,283155,4
496,-1,-1
497,289605,3
498,-1,-1
499,268440,4
500,-1,-1
501,317022,4
502,-1,-1
503,-1,-1
504,173050,4
505,337976,4
506,347698,3
507,-1,-1
508,74467,4
509,70969,4
510,24727,4
511,69695,3
512,259231,4
513,154234,4
514,175979,4
515,320957,3
516,15337,3
517,269690,4
518,105950,4
519,334450,4
520,295152,4
521,337095,3
522,-1,-1
523,208925,3
524,-1,-1
525,-1,-1
526,60256,3
527,-1,-1
528,-1,-1
529,349153,4
530,256415,4
531,202058,3
532,138860,3
533,364683,3
534,-1,-1
535,339838,3
536,247460,4
537,-1,-1
538,-1,-1
539,290923,4
540,-1,-1
541,-1,-1
542,283102,4
543,6425,4
544,-1,-1
545,-1,-1
546,287392,4
547,-1,-1
548,333544,4
549,-1,-1
550,100554,3
551,163144,4
552,206531,4
553,27480,3
554,107154,4
555,-1,-1
556,-1,-1
557,-1,-1
558,353432,4
559,246909,3
560,361487,4
561,196924,4
562,-1,-1
563,326162,3
564,160498,4
565,249819,3
566,200254,4
567,38093,4
568,99695,4
569,73689,4
570,-1,-1
571,-1,-1
572,266103,4
573,164733,4
574,186435,4
575,-1,-1
576,221825,3
577,300150,4
578,42403,3
579,187384,3
580,72293,3
581,367146,4
582,160171,3
583,140286,3
584,324156,3
585,69209,3
586,176285,4
587,-1,-1
588,178069,3
589,66346,4
590,243044,3
591,-1,-1
592,-1,-1
593,42473,3
594,7433,4
595,-1,-1
596,170727,4
597,201519,3
598,175181,3
599,302616,3
600,-1,-1
601,48622,4
602,55366,3
603,361857,3
604,103741,4
605,29170,4
606,152197,3
607,370570,4
608,261181,4
609,5286,3
610,133623,4
611,27812,3
612,296637,4
613,-1,-1
614,154994,3
615,73090,3
616,333641,3
617,353509,3
618,-1,-1
619,100109,4
620,262891,4
621,147579,4
622,201559,3
623,85363,3
624,233524,4
625,13606,3
626,12642,3
627,24599,3
628,-1,-1
629,220805,4
630,63397,4
631,329735,3
632,292293,4
633,-1,-1
634,229715,3
635,143090,3
636,32086,4
637,372712,4
638,-1,-1
639,320920,4
640,-1,-1
641,226741,3
642,-1,-1
643,83123,4
644,-1,-1
645,-1,-1
646,-1,-1
647,-1,-1
648,212279,4
649,39171,4
650,-1,-1
651,76258,3
652,-1,-1
653,316873,4
654,-1,-1
655,-1,-1
656,-1,-1
657,-1,-1
658,-1,-1
659,-1,-1
660,104754,3
661,75106,4
662,359312,3
663,100256,3
664,-1,-1
665,-1,-1
666,230899,4
667,165379,4
668,-1,-1
669,333809,3
670,212702,3
671,339991,3
672,-1,-1
673,318233,3
674,-1,-1
675,155101,4
676,176471,4
677,131708,4
678,306384,3
679,-1,-1
680,310877,3
681,-1,-1
682,-1,-1
683,180571,4
684,309155,3
685,-1,-1
686,-1,-1
687,128178,3
688,54588,3
689,-1,-1
690,53827,3
691,-1,-1
692,230485,4
693,-1,-1
694,7002,4
695,314510,4
696,186174,4
697,-1,-1
698,-1,-1
699,236762,3
700,258220,4
701,39623,3
702,-1,-1
703,202126,3
704,-1,-1
705,-1,-1
706,-1,-1
707,-1,-1
708,128207,4
709,50592,4
710,245384,4
711,249064,3
712,94209,3
713,158725,3
714,-1,-1
715,-1,-1
716,249246,4
717,-1,-1
718,-1,-1
719,-1,-1
720,98006,4
721,353520,4
722,241882,4
723,-1,-1
724,262954,3
725,11458,4
726,175428,3
727,-1,-1
728,-1,-1
729,70991,4
730,307328,4
731,104533,4
732,-1,-1
733,2296,3
734,194314,4
735,151510,4
736,-1,-1
737,246295,4
738,266146,4
739,-1,-1
740,-1,-1
741,-1,-1
742,-1,-1
743,-1,-1
744,-1,-1
745,300404,4
746,330857,3
747,50799,4
748,206198,4
749,78785,3
750,179016,3
751,155434,3
752,120988,3
753,-1,-1
754,129888,4
755,270479,4
756,145104,4
757,246570,3
758,258838,3
759,288488,4
760,195247,4
761,-1,-1
762,358922,4
763,351131,3
764,-1,-1
765,154186,4
766,-1,-1
767,252588,4
768,283983,4
769,-1,-1
770,174521,3
771,-1,-1
772,-1,-1
773,90300,3
774,-1,-1
775,237013,4
776,270195,3
777,346993,2
778,243177,3
779,332215,4
780,-1,-1
781,295652,3
782,350279,4
783,-1,-1
784,-1,-1
785,178,3
786,-1,-1
787,297536,4
788,183439,4
789,-1,-1
790,306561,4
791,104563,4
792,119863,3
793,226639,4
794,288939,4
795,-1,-1
796,192360,3
797,281340,3
798,142940,4
799,245877,4
800,31168,3
801,116941,4
802,247266,4
803,235518,4
804,309121,3
805,-1,-1
806,-1,-1
807,-1,-1
808,155102,3
809,6052,4
810,-1,-1
811,97463,4
812,20503,3
813,235732,3
814,-1,-1
815,-1,-1
816,75251,4
817,9284,3
818,34153,3
819,262186,4
820,169334,3
821,59413,4
822,-1,-1
823,110904,4
824,211865,4
825,239651,3
826,21862,4
827,374153,3
828,-1,-1
829,93288,3
830,-1,-1
831,177779,3
832,203829,3
833,79086,4
834,347698,3
835,-1,-1
836,-1,-1
837,-1,-1
838,-1,-1
839,123236,4
840,-1,-1
841,-1,-1
842,366984,2
843,-1,-1
844,-1,-1
845,-1,-1
846,203452,3
847,138434,3
848,295619,4
849,345632,3
850,362441,4
851,37444,4
852,360920,3
853,93885,4
854,-1,-1
855,-1,-1
856,85007,4
857,-1,-1
858,-1,-1
859,63349,4
860,40174,3
861,268026,4
862,58395,4
863,220797,4
864,130540,4
865,318983,3
866,-1,-1
867,-1,-1
868,359063,3
869,331871,3
870,292886,4
871,58521,3
872,240788,3
873,40100,4
874,24867,4
875,121416,3
876,-1,-1
877,15242,4
878,102643,4
879,-1,-1
880,335783,4
881,-1,-1
882,-1,-1
883,158657,4
884,-1,-1
885,159310,4
886,79814,3
887,-1,-1
888,-1,-1
889,-1,-1
890,195880,3
891,-1,-1
892,-1,-1
893,20731,3
894,71179,4
895,102395,3
896,127094,4
897,52081,3
898,53624,4
899,229178,4
900,84496,4
901,105233,4
902,226334,4
903,-1,-1
904,163846,3
905,50847,4
906,69810,4
907,266965,4
908,-1,-1
909,274825,3
910,260786,3
911,-1,-1
912,-1,-1
913,177967,3
914,263023,4
915,-1,-1
916,-1,-1
917,225647,4
918,207926,4
919,280868,4
920,307981,4
921,-1,-1
922,-1,-1
923,-1,-1
924,100230,3
925,-1,-1
926,367956,4
927,133993,4
928,286811,4
929,-1,-1
930,228390,4
931,34767,4
932,268030,3
933,4655,4
934,-1,-1
935,52929,3
936,94302,4
937,77084,3
938,371870,4
939,-1,-1
940,126690,4
941,-1,-1
942,-1,-1
943,25917,3
944,368526,4
945,93075,4
946,361769,3
947,319478,3
948,-1,-1
949,96038,3
950,227877,4
951,74404,4
952,-1,-1
953,112828,4
954,50440,4
955,-1,-1
956,-1,-1
957,89721,4
958,-1,-1
959,207926,4
960,227055,3
961,109050,3
962,-1,-1
963,-1,-1
964,249367,4
965,265368,3
966,266416,4
967,-1,-1
968,-1,-1
969,-1,-1
970,22360,3
971,76662,4
972,160118,3
973,295494,3
974,-1,-1
975,-1,-1
976,69659,4
977,-1,-1
978,57188,4
979,-1,-1
980,21628,3
981,330234,4
982,301501,4
983,275490,3
984,176159,3
985,-1,-1
986,120502,3
987,-1,-1
988,-1,-1
989,199949,4
990,92338,4
991,46409,4
992,-1,-1
993,-1,-1
994,57877,3
995,-1,-1
996,25371,3
997,94420,3
998,57867,4
999,16555,3
1000,-1,-1
1001,366445,3
1002,-1,-1
1003,-1,-1
1004,263204,4
1005,-1,-1
1006,-1,-1
1007,166308,4
1008,-1,-1
1009,34459,4
1010,-1,-1
1011,74374,4
1012,221381,3
1013,123430,4
1014,178036,3
1015,213410,4
1016,43711,3
1017,-1,-1
1018,240352,3
1019,-1,-1
1020,-1,-1
1021,299875,4
1022,18916,4
1023,131897,3
1024,-1,-1
1025,294386,3
1026,322484,4
1027,193135,4
1028,-1,-1
1029,75685,4
1030,-1,-1
1031,241709,4
1032,111551,4
1033,73936,4
1034,353644,3
1035,16535,3
1036,78055,4
1037,-1,-1
1038,28928,3
1039,275555,4
1040,329735,3
1041,324457,4
1042,168986,3
1043,140850,3
1044,-1,-1
1045,233418,4
1046,-1,-1
1047,16889,3
1048,12621,3
1049,243004,4
1050,178862,3
1051,284493,4
1052,-1,-1
1053,277570,4
1054,-1,-1
1055,-1,-1
1056,202450,3
1057,-1,-1
1058,-1,-1
1059,68595,4
1060,301167,4
1061,168543,3
1062,53929,4
1063,202359,4
1064,270242,4
1065,319350,4
1066,145452,4
1067,186774,3
1068,-1,-1
1069,-1,-1
1070,-1,-1
1071,205833,3
1072,283021,4
1073,93040,4
1074,371870,4
1075,-1,-1
1076,-1,-1
1077,-1,-1
1078,-1,-1
1079,304890,4
1080,-1,-1
1081,65122,4
1082,295182,4
1083,116509,4
1084,100727,4
1085,235298,4
1086,-1,-1
1087,337219,3
1088,135455,4
1089,79859,3
1090,258220,4
1091,360950,3
1092,373313,4
1093,313700,4
1094,79634,3
1095,20176,3
1096,223185,4
1097,-1,-1
1098,180548,3
1099,125935,3
1100,55979,3
1101,45978,4
1102,340167,3
1103,308284,4
1104,340213,4
1105,-1,-1
1106,362200,4
1107,302444,3
1108,-1,-1
1109,-1,-1
1110,-1,-1
1111,-1,-1
1112,82689,3
1113,50592,4
1114,119275,4
1115,200731,4
1116,229178,4
1117,315910,4
1118,129951,4
1119,356144,3
1120,-1,-1
1121,371849,3
1122,36470,4
1123,309157,4
1124,287197,3
1125,82708,3
1126,-1,-1
1127,265942,4
1128,271028,3
1129,-1,-1
1130,70969,4
1131,270479,4
1132,109994,3
1133,65775,3
1134,149470,4
1135,88980,4
1136,223705,3
1137,69357,3
1138,185753,4
1139,285138,4
1140,-1,-1
1141,111548,4
1142,107716,4
1143,313818,4
1144,35162,4
1145,-1,-1
1146,-1,-1
1147,139436,4
1148,181370,4
1149,366009,3
1150,352264,3
1151,274290,4
1152,-1,-1
1153,359352,4
1154,-1,-1
1155,-1,-1
1156,-1,-1
1157,-1,-1
1158,-1,-1
1159,-1,-1
1160,172556,4
1161,34449,4
1162,161768,4
1163,220523,4
1164,-1,-1
1165,275213,3
1166,220497,4
1167,-1,-1
1168,-1,-1
1169,-1,-1
1170,54622,4
1171,167532,3
1172,264281,4
1173,315537,3
1174,289779,3
1175,-1,-1
1176,116747,4
1177,-1,-1
1178,373780,4
1179,-1,-1
1180,250954,3
1181,133133,4
1182,322707,3
1183,50340,3
1184,318606,4
1185,14003,3
1186,-1,-1
1187,205651,4
1188,368175,3
1189,-1,-1
1190,192360,3
1191,-1,-1
1192,202450,3
1193,44725,4
1194,144961,4
1195,-1,-1
1196,87199,4
1197,363482,4
1198,-1,-1
1199,-1,-1
1200,313857,4
1201,-1,-1
1202,225368,3
1203,252804,4
1204,-1,-1
1205,8455,4
1206,262369,4
1207,274290,4
1208,144391,3
1209,295619,4
1210,-1,-1
1211,299144,4
1212,73758,4
1213,9802,3
1214,-1,-1
1215,125935,3
1216,-1,-1
1217,-1,-1
1218,221982,4
1219,254588,4
1220,-1,-1
1221,180237,4
1222,303032,3
1223,-1,-1
1224,-1,-1
1225,-1,-1
1226,116883,3
1227,102337,3
1228,84661,4
1229,215703,4
1230,-1,-1
1231,186012,4
1232,84113,3
1233,115772,4
1234,-1,-1
1235,176837,4
1236,-1,-1
1237,236953,4
1238,-1,-1
1239,337219,3
1240,343464,4
1241,92727,3
1242,-1,-1
1243,-1,-1
1244,57310,4
1245,224557,3
1246,163662,4
1247,-1,-1
1248,215072,4
1249,308221,4
1250,371667,4
1251,167969,3
1252,171264,4
1253,-1,-1
1254,197781,4
1255,-1,-1
1256,-1,-1
1257,309369,4
1258,367408,4
1259,184053,4
1260,406,3
1261,205542,3
1262,-1,-1
1263,101131,4
1264,-1,-1
1265,324906,3
1266,-1,-1
1267,-1,-1
1268,-1,-1
1269,98431,2
1270,-1,-1
1271,-1,-1
1272,94651,3
1273,-1,-1
1274,43124,3
1275,-1,-1
1276,-1,-1
1277,-1,-1
1278,-1,-1
1279,263385,4
1280,188244,3
1281,354589,3
1282,-1,-1
1283,-1,-1
1284,313812,4
1285,122919,3
1286,-1,-1
1287,-1,-1
1288,-1,-1
1289,264132,4
1290,209364,4
1291,133999,4
1292,243044,3
1293,-1,-1
1294,-1,-1
1295,237624,4
1296,-1,-1
1297,249084,4
1298,351161,4
1299,5163,3
1300,79626,3
1301,-1,-1
1302,-1,-1
1303,351888,3
1304,55910,3
1305,317620,4
1306,-1,-1
1307,-1,-1
1308,145290,4
1309,-1,-1
1310,-1,-1
1311,-1,-1
1312,344547,4
1313,266993,2
1314,87719,3
1315,114569,4
1316,344511,4
1317,57652,3
1318,315793,3
1319,303438,3
1320,-1,-1
1321,-1,-1
1322,178069,3
1323,-1,-1
1324,364784,4
1325,-1,-1
1326,-1,-1
1327,370494,4
1328,164359,4
1329,121889,4
1330,135230,4
1331,-1,-1
1332,236740,4
1333,-1,-1
1334,140277,4
1335,-1,-1
1336,46753,4
1337,133082,4
1338,321909,3
1339,202931,4
1340,77665,3
1341,-1,-1
1342,65300,3
1343,-1,-1
1344,-1,-1
1345,138860,3
1346,-1,-1
1347,-1,-1
1348,315081,2
1349,272106,4
1350,347962,3
1351,62242,3
1352,220522,4
1353,43711,3
1354,-1,-1
1355,331275,4
1356,199359,3
1357,373956,3
1358,-1,-1
1359,-1,-1
1360,225486,3
1361,-1,-1
1362,77084,3
1363,-1,-1
1364,67357,3
1365,-1,-1
1366,167638,3
1367,228711,4
1368,77176,3
1369,45713,3
1370,185763,4
1371,-1,-1
1372,194903,3
1373,-1,-1
1374,199139,3
1375,-1,-1
1376,280319,3
1377,261624,4
1378,267129,4
1379,-1,-1
1380,142276,3
1381,219053,3
1382,-1,-1
1383,19280,3
1384,-1,-1
1385,-1,-1
1386,-1,-1
1387,313955,4
1388,-1,-1
1389,154676,3
1390,251961,3
1391,292461,4
1392,298264,3
1393,-1,-1
1394,46712,3
1395,141139,3
1396,-1,-1
1397,284752,4
1398,-1,-1
1399,-1,-1
1400,201090,4
1401,-1,-1
1402,79671,4
1403,229832,3
1404,-1,-1
1405,-1,-1
1406,24128,3
1407,-1,-1
1408,222460,4
1409,199802,3
1410,-1,-1
1411,348932,4
1412,275447,3
1413,203488,4
1414,349182,4
1415,373925,4
1416,58969,4
1417,363476,3
1418,188037,4
1419,326056,4
1420,282296,4
1421,179016,3
1422,361769,3
1423,-1,-1
1424,282192,4
1425,183770,3
1426,241470,4
1427,-1,-1
1428,328606,4
1429,282599,3
1430,325261,3
1431,92496,4
1432,-1,-1
1433,358036,3
1434,-1,-1
1435,-1,-1
1436,-1,-1
1437,33255,4
1438,103260,3
1439,-1,-1
1440,-1,-1
1441,215600,4
1442,63455,4
1443,-1,-1
1444,-1,-1
1445,70390,4
1446,161291,3
1447,-1,-1
1448,16087,3
1449,-1,-1
1450,-1,-1
1451,92490,3
1452,156297,4
1453,271476,3
1454,202343,4
1455,89051,4
1456,176329,4
1457,276114,4
1458,112160,3
1459,360670,4
1460,-1,-1
1461,97543,4
1462,22468,3
1463,110616,4
1464,75530,3
1465,-1,-1
1466,-1,-1
1467,285813,4
1468,288274,4
1469,62910,4
1470,2411,3
1471,47180,4
1472,157811,4
1473,-1,-1
1474,1102,4
1475,-1,-1
1476,215181,3
1477,-1,-1
1478,291866,4
1479,175701,4
1480,11111,4
1481,191916,4
1482,357794,3
1483,-1,-1
1484,152843,4
1485,326036,3
1486,322272,3
1487,218203,3
1488,197260,3
1489,367928,4
1490,-1,-1
1491,-1,-1
1492,125697,3
1493,77478,4
1494,41751,4
1495,61865,4
1496,83158,3
1497,-1,-1
1498,-1,-1
1499,215953,3
1500,355929,3
1501,-1,-1
1502,20900,4
1503,297705,4
1504,211318,4
1505,158019,4
1506,-1,-1
1507,-1,-1
1508,-1,-1
1509,-1,-1
1510,-1,-1
1511,78414,4
1512,297264,4
1513,98631,4
1514,311533,4
1515,278554,4
1516,317232,4
1517,361022,3
1518,32261,4
1519,154653,3
1520,22054,4
1521,10376,4
1522,-1,-1
1523,-1,-1
1524,21900,4
1525,171956,3
1526,-1,-1
1527,24620,4
1528,62921,4
1529,-1,-1
1530,363886,4
1531,293820,4
1532,110595,4
1533,248166,4
1534,102952,3
1535,-1,-1
1536,341572,4
1537,209959,4
1538,63719,4
1539,-1,-1
1540,-1,-1
1541,196842,3
1542,159715,4
1543,289230,4
1544,-1,-1
1545,-1,-1
1546,-1,-1
1547,317438,3
1548,295259,4
1549,284862,4
1550,352834,3
1551,71263,4
1552,291903,4
1553,308990,4
1554,261547,4
1555,185552,4
1556,-1,-1
1557,56944,4
1558,-1,-1
1559,140815,3
1560,-1,-1
1561,67357,3
1562,-1,-1
1563,-1,-1
1564,-1,-1
1565,-1,-1
1566,190490,4
1567,-1,-1
1568,174161,4
1569,-1,-1
1570,-1,-1
1571,154454,4
1572,154791,4
1573,154273,3
1574,123738,4
1575,19307,4
1576,373956,3
1577,329465,3
1578,-1,-1
1579,189233,3
1580,100746,4
1581,-1,-1
1582,355663,3
1583,350339,4
1584,205587,3
1585,92502,3
1586,51708,4
1587,199605,3
1588,272194,3
1589,341283,4
1590,338038,3
1591,-1,-1
1592,-1,-1
1593,274882,4
1594,-1,-1
1595,122282,4
1596,-1,-1
1597,-1,-1
1598,346723,4
1599,104489,3
1600,351791,4
1601,164701,4
1602,316506,4
1603,80828,3
1604,256198,3
1605,-1,-1
1606,-1,-1
1607,352043,4
1608,100447,3
1609,82708,3
1610,283993,3
1611,-1,-1
1612,39641,3
1613,196917,4
1614,221943,3
1615,177450,4
1616,-1,-1
1617,-1,-1
1618,11150,4
1619,-1,-1
1620,-1,-1
1621,-1,-1
1622,-1,-1
1623,-1,-1
1624,76001,4
1625,333194,3
1626,-1,-1
1627,71746,3
1628,69017,3
1629,136998,3
1630,-1,-1
1631,38046,4
1632,113322,4
1633,-1,-1
1634,197217,3
1635,102395,3
1636,55322,4
1637,257425,4
1638,-1,-1
1639,-1,-1
1640,-1,-1
1641,-1,-1
1642,-1,-1
1643,104519,4
1644,54982,3
1645,-1,-1
1646,77312,4
1647,237878,4
1648,78383,4
1649,70458,3
1650,-1,-1
1651,337274,4
1652,331532,4
1653,211505,4
1654,-1,-1
1655,61322,3
1656,-1,-1
1657,259716,3
1658,262964,4
1659,55366,3
1660,332270,4
1661,218953,4
1662,26222,3
1663,299708,4
1664,-1,-1
1665,-1,-1
1666,24058,4
1667,-1,-1
1668,259716,3
1669,-1,-1
1670,-1,-1
1671,327834,4
1672,20718,4
1673,-1,-1
1674,181899,3
1675,28693,4
1676,208521,4
1677,95725,4
1678,247234,3
1679,226310,4
1680,296169,4
1681,347962,3
1682,337219,3
1683,-1,-1
1684,142551,4
1685,228335,4
1686,174992,4
1687,276408,4
1688,171264,4
1689,316561,3
1690,111548,4
1691,261177,3
1692,295222,4
1693,-1,-1
1694,184083,4
1695,62272,4
1696,298779,4
1697,-1,-1
1698,-1,-1
1699,-1,-1
1700,-1,-1
1701,287877,4
1702,-1,-1
1703,56611,4
1704,217451,4
1705,144,4
1706,-1,-1
1707,267637,3
1708,-1,-1
1709,-1,-1
1710,-1,-1
1711,87146,4
1712,349789,4
1713,276175,4
1714,-1,-1
1715,261177,3
1716,106105,4
1717,-1,-1
1718,-1,-1
1719,300099,3
1720,29380,3
1721,247240,4
1722,-1,-1
1723,-1,-1
1724,56593,4
1725,-1,-1
1726,-1,-1
1727,-1,-1
1728,-1,-1
1729,-1,-1
1730,347694,3
1731,315666,4
1732,-1,-1
1733,265828,4
1734,226139,4
1735,67993,3
1736,278566,4
1737,-1,-1
1738,118240,4
1739,6017,4
1740,-1,-1
1741,209125,3
1742,-1,-1
1743,96560,4
1744,-1,-1
1745,311963,4
1746,270573,4
1747,86508,4
1748,-1,-1
1749,163941,4
1750,53827,3
1751,-1,-1
1752,-1,-1
1753,249752,4
1754,-1,-1
1755,213709,4
1756,-1,-1
1757,157736,3
1758,338327,4
1759,118260,4
1760,137373,4
1761,335471,3
1762,346855,3
1763,-1,-1
1764,40492,4
1765,-1,-1
1766,324156,3
1767,353777,3
1768,200139,3
1769,-1,-1
1770,-1,-1
1771,-1,-1
1772,-1,-1
1773,241897,3
1774,-1,-1
1775,124052,4
1776,301729,3
1777,243131,3
1778,-1,-1
1779,225730,4
1780,-1,-1
1781,-1,-1
1782,215702,4
1783,-1,-1
1784,-1,-1
1785,242739,4
1786,-1,-1
1787,184934,4
1788,-1,-1
1789,304890,4
1790,24702,4
1791,198611,4
1792,-1,-1
1793,-1,-1
